pygame 2.1.2 (SDL 2.0.16, Python 3.8.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
Action  [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] Reward  0.0
